Column1,A,B,C,D,E,F,G,result,month,year,time
8456,03-12-2016 00:46,03-12-2016,0b42340c-ddfc-41dd-a779-3bf5d72343e8,1cb80816-1bea-40f4-9ff6-f72299fa6ee9,TOPUP,GBP,349.36,30,12.0,2016.0,00:46:00
8457,03-12-2016 00:46,03-12-2016,0b42340c-ddfc-41dd-a779-3bf5d72343e8,ec7fd893-0ef9-471c-aecf-016c907a5b0b,CARD_PAYMENT,EUR,185.66,30,12.0,2016.0,00:46:00
8458,03-12-2016 00:56,03-12-2016,0b42340c-ddfc-41dd-a779-3bf5d72343e8,32a5be4b-b32d-47d2-87a4-85bc3f20d788,BANK_TRANSFER,GBP,337.73,30,12.0,2016.0,00:56:00
8459,03-12-2016 01:44,03-12-2016,5b14dedc-a9f4-40f4-a390-b432820517ad,ef44b583-efce-4475-bf9c-1579e65ea729,P2P_TRANSFER,GBP,100.67,7,12.0,2016.0,01:44:00
8460,03-12-2016 02:05,03-12-2016,ee69a4a4-1aae-4422-b02a-b65d74d21ef0,a7c5f884-a4d5-4115-b5d3-8dba92e38694,TOPUP,GBP,38.58,31,12.0,2016.0,02:05:00
8461,03-12-2016 02:41,03-12-2016,fec28ec7-84d6-45f8-b00a-d0f309ab30b5,87ebabe6-f160-4413-8b39-9f29d058c6f6,TOPUP,EUR,20.85,19,12.0,2016.0,02:41:00
8462,03-12-2016 03:17,03-12-2016,e946e853-845f-452a-b1c0-fe2ba2bc4aa0,3ef98a0d-db69-4e3f-9c15-7112c025472c,BANK_TRANSFER,EUR,34.18,7,12.0,2016.0,03:17:00
8463,03-12-2016 07:24,03-12-2016,8d61b24a-4fe7-48ae-a31a-3ecd5f8a6cfd,093c0ba3-3441-417f-af93-ea7454741a30,BANK_TRANSFER,GBP,303.67,17,12.0,2016.0,07:24:00
8464,03-12-2016 07:58,03-12-2016,6cae3eb6-515c-4811-8b51-32fb2e95da28,7108b125-5d21-4378-ba24-e6ec8766a6af,ATM,GBP,149.57,58,12.0,2016.0,07:58:00
8465,03-12-2016 09:19,03-12-2016,5ec8b9fd-55c0-4db0-8cc2-2f26a3c42350,f7607aaf-db2a-453d-862f-8eb5b3feeb3b,TOPUP,GBP,61.93,5,12.0,2016.0,09:19:00
8466,03-12-2016 09:25,03-12-2016,8ff8232c-350f-401c-abd4-d093753ebf47,a52bbdc1-0aae-465e-9b92-a892e01d8bb3,BANK_TRANSFER,GBP,189.71,10,12.0,2016.0,09:25:00
8467,03-12-2016 09:52,03-12-2016,4af9791d-c8ff-4fba-aaef-b2fe25b6cbaf,41d54c3e-14b0-4c42-9561-65f4ba644720,TOPUP,EUR,150.6,12,12.0,2016.0,09:52:00
8468,03-12-2016 09:52,03-12-2016,4eadcd96-9269-4491-85ea-6bcc8cf711ce,4e40a2dc-46b0-4633-aceb-a113902a26d3,CARD_PAYMENT,GBP,314.25,2,12.0,2016.0,09:52:00
8469,03-12-2016 10:21,03-12-2016,b96cb757-2899-4988-af3e-2eb29e467555,e5c24d48-d8c8-43d5-8c98-69e2ecc42915,TOPUP,EUR,107.38,30,12.0,2016.0,10:21:00
8470,03-12-2016 11:05,03-12-2016,b9d1ed94-a35a-402b-957d-fadb37e365be,fa9e81ed-f88d-44a2-8896-732a4f5ada99,BANK_TRANSFER,EUR,191.57,27,12.0,2016.0,11:05:00
8471,03-12-2016 11:27,03-12-2016,c89e7a90-9612-4eda-b7be-cbb06719a1a9,0d59a561-f175-4a8f-8b1e-ea98c465d595,TOPUP,EUR,340.03,9,12.0,2016.0,11:27:00
8472,03-12-2016 11:37,03-12-2016,0a30f198-2568-4fea-859e-fea7e16f9844,5494f21b-17f4-4b59-a510-e8d97c6c155a,TOPUP,GBP,137.91,3,12.0,2016.0,11:37:00
8473,03-12-2016 11:41,03-12-2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,a14ceafb-b619-4a8c-8f2d-b0563d66e889,ATM,EUR,183.58,103,12.0,2016.0,11:41:00
8474,03-12-2016 11:53,03-12-2016,c8a15f57-c18c-4af7-8c5e-b80f50f370c4,55ce4151-a5d1-4767-bc74-c29c7c346dd6,ATM,GBP,14.39,31,12.0,2016.0,11:53:00
8475,03-12-2016 12:17,03-12-2016,1f527be4-277d-4ab3-b77e-07cf2a7989ae,76862901-9863-4fca-bb6f-8302cfd5aaaf,CARD_PAYMENT,GBP,311.04,5,12.0,2016.0,12:17:00
8476,03-12-2016 12:27,03-12-2016,1f527be4-277d-4ab3-b77e-07cf2a7989ae,5a70b331-dc51-41d1-8219-5b4fdd589c80,ATM,EUR,316.6,5,12.0,2016.0,12:27:00
8477,03-12-2016 12:42,03-12-2016,2ebfe810-61a9-449d-a8af-a06f3bd4bc85,33671087-36af-4282-9d11-9110e7ee066e,BANK_TRANSFER,EUR,273.24,36,12.0,2016.0,12:42:00
8478,03-12-2016 13:01,03-12-2016,1228569b-92eb-436e-918d-56558d91d7b9,edd77494-9e34-41bd-8dca-996636708ee4,TOPUP,EUR,275.33,5,12.0,2016.0,13:01:00
8479,03-12-2016 13:24,03-12-2016,08d7e99a-8e8c-4c42-a3ce-a9175f538208,f450d6f5-7c8c-4c49-b535-8e89e41c3a24,ATM,GBP,243.15,6,12.0,2016.0,13:24:00
8480,03-12-2016 13:36,03-12-2016,6cae3eb6-515c-4811-8b51-32fb2e95da28,7e33c2dd-7a6f-47aa-b98e-34db846cd5a6,ATM,EUR,70.54,58,12.0,2016.0,13:36:00
8481,03-12-2016 13:39,03-12-2016,d4e2353d-3116-4b0a-9d37-3dc103e718d7,3a9bee69-461b-4a29-9549-413a35c33ee4,CARD_PAYMENT,GBP,72.29,14,12.0,2016.0,13:39:00
8482,03-12-2016 14:08,03-12-2016,1fa3a5fe-e607-41ad-b524-bf8d040889d7,5bba974f-fbc9-4294-859c-c46e1ee8ec67,BANK_TRANSFER,GBP,102.67,6,12.0,2016.0,14:08:00
8483,03-12-2016 14:18,03-12-2016,890d59c8-735f-4f9d-b75e-12f44e2c5b02,9120a89a-03cd-44d0-bcd2-f9a5df4ae686,ATM,EUR,12.9,12,12.0,2016.0,14:18:00
8484,03-12-2016 14:36,03-12-2016,b27de25f-1d4b-42fc-aa65-baa39852d52f,07f2886a-3ab3-4b0d-a23e-bdbb1bb1ae05,CARD_PAYMENT,EUR,342.85,51,12.0,2016.0,14:36:00
8485,03-12-2016 14:42,03-12-2016,5bd4f815-467c-472b-8c0c-d5dbc4699d72,afdda19a-850f-4862-bcad-f89ef726e4e2,ATM,EUR,292.63,15,12.0,2016.0,14:42:00
8486,03-12-2016 15:13,03-12-2016,88b1c82e-d7ac-45aa-aa96-eb3f619beaf5,69671247-9eb2-473c-b4b1-e2ae49dba2de,CARD_PAYMENT,EUR,119.18,13,12.0,2016.0,15:13:00
8487,03-12-2016 15:35,03-12-2016,4af9791d-c8ff-4fba-aaef-b2fe25b6cbaf,404b87e0-2923-4503-b345-1efc062342e5,BANK_TRANSFER,EUR,274.29,12,12.0,2016.0,15:35:00
8488,03-12-2016 16:39,03-12-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,918db46c-19ff-4d71-ba1f-3ab2d84fea66,BANK_TRANSFER,EUR,106.79,95,12.0,2016.0,16:39:00
8489,03-12-2016 16:46,03-12-2016,273e9667-bdc5-4f0b-9bf6-fcb370a9e121,4126fc8f-cced-4dea-8c87-e36d5dd81067,ATM,EUR,44.19,1,12.0,2016.0,16:46:00
8490,03-12-2016 16:55,03-12-2016,79d9742c-6b53-48f7-acd1-d259903ab50f,4a9685c9-1aba-421f-89f9-3c44c12147a0,BANK_TRANSFER,GBP,281.77,5,12.0,2016.0,16:55:00
8491,03-12-2016 18:43,03-12-2016,d1bbd4b5-6bad-4849-8743-30006daf531b,f0744018-18db-4c4b-bb98-913a2ead1a4f,TOPUP,EUR,8.78,3,12.0,2016.0,18:43:00
8492,03-12-2016 18:46,03-12-2016,50b03ffb-4479-47b4-a338-fa19399fbacd,15674f50-5701-4af5-8fef-68c2ce3e5f65,ATM,GBP,168.07,5,12.0,2016.0,18:46:00
8493,03-12-2016 19:16,03-12-2016,3ec1824e-2cdd-43f0-8d34-897f3425a066,34a75329-b24b-4e15-91d9-87457bd8d67f,CARD_PAYMENT,GBP,248.49,40,12.0,2016.0,19:16:00
8494,03-12-2016 19:34,03-12-2016,e318d944-e7cf-4d65-a6eb-aa11f10c2574,ab66f5f9-2448-47cb-b17b-639f6009e752,TOPUP,GBP,27.88,17,12.0,2016.0,19:34:00
8495,03-12-2016 20:07,03-12-2016,3a1e151e-d482-4fa5-8ef4-6314fffddf24,6f372b26-e9fd-466c-9dc6-36969d76c934,TOPUP,GBP,106.96,12,12.0,2016.0,20:07:00
8496,03-12-2016 20:42,03-12-2016,3ec1824e-2cdd-43f0-8d34-897f3425a066,b37a5882-8bc0-461c-bfdd-ffae0634ec13,CARD_PAYMENT,GBP,121.92,40,12.0,2016.0,20:42:00
8497,03-12-2016 21:17,03-12-2016,7f4deaf4-4c53-4d7e-8d08-697fbff71bdf,99f2a404-0a9b-411f-a106-9bbe49cf9b3e,BANK_TRANSFER,EUR,212.55,4,12.0,2016.0,21:17:00
8498,03-12-2016 21:22,03-12-2016,30e56a5d-ef22-4ee1-93f7-8ffbf134fb9e,4ff1db72-dd27-4d42-a0fd-fa955e3af80c,ATM,GBP,155.17,2,12.0,2016.0,21:22:00
8499,03-12-2016 21:27,03-12-2016,41a3f59d-8b1d-49a7-aef4-2aa2205d96e9,3ba6ecd5-84d9-4c34-81a0-0847190cf734,CARD_PAYMENT,EUR,124.29,34,12.0,2016.0,21:27:00
8500,03-12-2016 22:16,03-12-2016,eabeb600-8010-4eaa-9845-91a20e385996,f2768252-0277-4d08-97a9-4c567f7aea02,BANK_TRANSFER,GBP,313.29,10,12.0,2016.0,22:16:00
8501,03-12-2016 22:34,03-12-2016,62aaa0fb-65ae-44b6-884d-56f38a302b3e,45389000-0207-4c46-a812-2a92d1498b95,TOPUP,GBP,323.13,45,12.0,2016.0,22:34:00
8502,04-12-2016 02:26,04-12-2016,0c83bd66-bd37-479a-94d5-df0a32d71770,d976ab79-48df-4dfa-873f-fc607c1a9a31,CARD_PAYMENT,EUR,176.48,31,12.0,2016.0,02:26:00
8503,04-12-2016 03:17,04-12-2016,fec28ec7-84d6-45f8-b00a-d0f309ab30b5,04541642-de29-423c-938e-21f17a1716c3,TOPUP,GBP,46.72,19,12.0,2016.0,03:17:00
8504,04-12-2016 05:21,04-12-2016,88b1c82e-d7ac-45aa-aa96-eb3f619beaf5,bdef4ac4-2a29-41d2-aae3-6b98fb660e0e,TOPUP,EUR,118.22,13,12.0,2016.0,05:21:00
8505,04-12-2016 08:39,04-12-2016,9654603e-a1a5-4e53-a388-5fd0607baca3,fbffa887-5c24-4773-b357-4434ce956ba4,TOPUP,EUR,312.84,40,12.0,2016.0,08:39:00
8506,04-12-2016 09:14,04-12-2016,39b3f889-bbdd-4d66-93fe-dd75bef27dbf,e77f2ce9-4213-43e5-8f8e-f554040a299d,ATM,GBP,332.01,41,12.0,2016.0,09:14:00
8507,04-12-2016 12:54,04-12-2016,d6666b1c-0c4a-461e-a665-343134359c82,ffc16f88-6836-4642-aaed-f75811e06258,CARD_PAYMENT,EUR,267.25,8,12.0,2016.0,12:54:00
8508,04-12-2016 13:58,04-12-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,6d84b49d-9e9c-4664-8c35-621b6fda7d81,CARD_PAYMENT,EUR,232.53,58,12.0,2016.0,13:58:00
8509,04-12-2016 14:07,04-12-2016,6d4d3a1b-c9cf-48fd-92fd-8019ebdad02d,256afd98-bc9a-473f-9fb8-f17fd440e60e,TOPUP,EUR,18.09,8,12.0,2016.0,14:07:00
8510,04-12-2016 14:19,04-12-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,3843e2ca-6ad4-42fd-a11d-4c390d9dee6c,CARD_PAYMENT,GBP,25.15,85,12.0,2016.0,14:19:00
8511,04-12-2016 14:25,04-12-2016,924c6edd-3333-49da-8f95-9fda792aa446,6ad25f64-ae01-430d-a42e-eff35058fea8,TOPUP,GBP,251.96,10,12.0,2016.0,14:25:00
8512,04-12-2016 14:28,04-12-2016,1eb7c725-f748-4e76-98cc-1bb6b58d4e4a,27d5cce4-f5c1-4e39-93fc-a6fcf8ee5a1e,CARD_PAYMENT,EUR,14.08,18,12.0,2016.0,14:28:00
8513,04-12-2016 15:10,04-12-2016,f9a71c4f-d616-40bd-a096-1fbe971b17c8,7d5ad7f4-7733-4dd4-bd32-76241b010a5d,BANK_TRANSFER,GBP,14.32,56,12.0,2016.0,15:10:00
8514,04-12-2016 15:11,04-12-2016,f9a71c4f-d616-40bd-a096-1fbe971b17c8,4a9e1263-5df2-400e-8e81-1e7cb3e79ce0,ATM,EUR,213.73,56,12.0,2016.0,15:11:00
8515,04-12-2016 15:12,04-12-2016,f9a71c4f-d616-40bd-a096-1fbe971b17c8,b93d09fb-ddd9-4847-89f7-f50049ced36b,TOPUP,EUR,342.25,56,12.0,2016.0,15:12:00
8516,04-12-2016 15:17,04-12-2016,8dd8b009-bcc7-4b14-a26f-c87c232383f4,e4478f50-2b1c-4b05-9b05-ad83fd42a572,TOPUP,GBP,190.65,42,12.0,2016.0,15:17:00
8517,04-12-2016 15:18,04-12-2016,f9a71c4f-d616-40bd-a096-1fbe971b17c8,9e95e564-574d-4e5d-9bd3-71c6efe72a23,CARD_PAYMENT,EUR,7.37,56,12.0,2016.0,15:18:00
8518,04-12-2016 15:18,04-12-2016,f9a71c4f-d616-40bd-a096-1fbe971b17c8,30baaac4-a783-462b-9d34-a7871fa8ab47,BANK_TRANSFER,GBP,10.3,56,12.0,2016.0,15:18:00
8519,04-12-2016 15:54,04-12-2016,06bb2d68-bf61-4030-8447-9de64d3ce490,d5557241-9de0-4e5a-aa2e-c1bb0cb87ec2,CARD_PAYMENT,EUR,309.36,132,12.0,2016.0,15:54:00
8520,04-12-2016 15:57,04-12-2016,15fd8952-d6c5-4a1e-8192-9d4a7310fe72,0c18a735-8285-4375-9b59-55097f586978,ATM,EUR,194.24,13,12.0,2016.0,15:57:00
8521,04-12-2016 16:13,04-12-2016,82942cd7-0e03-4437-abae-d53148e4b58a,ba76991d-030d-4602-9bd6-85afe92c3121,TOPUP,EUR,330.69,11,12.0,2016.0,16:13:00
8522,04-12-2016 16:35,04-12-2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,23e736c4-af41-4782-8b8d-1f6e9586d101,ATM,EUR,219.84,52,12.0,2016.0,16:35:00
8523,04-12-2016 16:37,04-12-2016,ee69a4a4-1aae-4422-b02a-b65d74d21ef0,485c50f7-a3ed-46d3-9068-29c43fbe785f,TOPUP,GBP,261.74,31,12.0,2016.0,16:37:00
8524,04-12-2016 17:00,04-12-2016,9659909c-0232-4cc1-802f-9f17cfa18d27,8b322868-588c-446c-90bc-89c90bae3132,CARD_PAYMENT,GBP,265.81,18,12.0,2016.0,17:00:00
8525,04-12-2016 17:26,04-12-2016,ba15d27b-dcc2-4b50-8ef1-3d19075c064c,72e99397-ff44-462c-b962-b514befacd3e,ATM,EUR,122.65,6,12.0,2016.0,17:26:00
8526,04-12-2016 17:38,04-12-2016,23c14c1c-bbb6-43c3-b74b-6d0a6991585c,807f2728-e769-4939-afea-8374d864ff4c,TOPUP,EUR,135.76,1,12.0,2016.0,17:38:00
8527,04-12-2016 18:47,04-12-2016,35c4731a-4e95-4352-b87a-01bc10fe003e,3130629e-dbf1-4119-ad26-936effad9297,CARD_PAYMENT,GBP,268.45,3,12.0,2016.0,18:47:00
8528,04-12-2016 21:09,04-12-2016,b9d1ed94-a35a-402b-957d-fadb37e365be,208d5f17-7cdd-4f21-8a46-2b78af063602,TOPUP,GBP,2.69,27,12.0,2016.0,21:09:00
8529,04-12-2016 21:27,04-12-2016,7717f6ff-1e56-46b4-b229-feb904055696,019a79a1-8932-4849-952d-15a838e1695b,BANK_TRANSFER,GBP,88.96,8,12.0,2016.0,21:27:00
8530,04-12-2016 22:12,04-12-2016,5f37ca97-8aa0-4fd9-bce4-1eb50240c2ff,09540dca-8e0a-4d43-962d-0511c43dcb67,BANK_TRANSFER,GBP,200.9,9,12.0,2016.0,22:12:00
8531,05-12-2016 01:10,05-12-2016,0c83bd66-bd37-479a-94d5-df0a32d71770,2179c84a-06f9-4299-a6ec-4295e66b62da,TOPUP,GBP,110.75,31,12.0,2016.0,01:10:00
8532,05-12-2016 02:40,05-12-2016,3365fa84-0f6f-4656-b834-babf3ac820ef,a10bee3b-d830-4303-9221-f433bc7b2f3f,CARD_PAYMENT,GBP,71.85,10,12.0,2016.0,02:40:00
8533,05-12-2016 03:25,05-12-2016,a5a5a51b-bcea-4bfa-a137-003d8e3e0a99,e128c358-360b-41fc-a71c-fcd4fb6b6294,TOPUP,GBP,168.76,15,12.0,2016.0,03:25:00
8534,05-12-2016 03:49,05-12-2016,b96cb757-2899-4988-af3e-2eb29e467555,b9d658e3-b024-455b-86f4-5b578597a69b,CARD_PAYMENT,EUR,232.91,30,12.0,2016.0,03:49:00
8535,05-12-2016 04:15,05-12-2016,9654603e-a1a5-4e53-a388-5fd0607baca3,ac6a9e91-0d63-4598-98c9-fa9e7fefa783,BANK_TRANSFER,GBP,280.96,40,12.0,2016.0,04:15:00
8536,05-12-2016 04:55,05-12-2016,fec28ec7-84d6-45f8-b00a-d0f309ab30b5,32110abd-ca07-4929-baa9-f134b109212e,ATM,EUR,88.88,19,12.0,2016.0,04:55:00
8537,05-12-2016 06:35,05-12-2016,6bfacdd0-a5cd-4504-8222-cdec1bf05e00,44013d3c-c909-494e-8e9d-bf386a99f5ea,TOPUP,EUR,64.17,1,12.0,2016.0,06:35:00
8538,05-12-2016 08:20,05-12-2016,ee69a4a4-1aae-4422-b02a-b65d74d21ef0,c8029a2d-4194-4ec2-b4b8-ec5393a52032,P2P_TRANSFER,GBP,9.03,31,12.0,2016.0,08:20:00
8539,05-12-2016 10:12,05-12-2016,f9a71c4f-d616-40bd-a096-1fbe971b17c8,cc3556f9-721c-4859-aefa-8831fe75e090,BANK_TRANSFER,EUR,321.87,56,12.0,2016.0,10:12:00
8540,05-12-2016 10:50,05-12-2016,db022fbd-c4b1-41b4-8486-3cfcf51e0b1d,785f175f-3cfd-48ea-9d0a-cedcad1a87ba,CARD_PAYMENT,EUR,46.84,4,12.0,2016.0,10:50:00
8541,05-12-2016 11:30,05-12-2016,e9600135-c1fe-43a7-95e4-08bb96ada021,338d45e8-7de2-42c1-b9e7-2083335b69e4,CARD_PAYMENT,GBP,311.94,3,12.0,2016.0,11:30:00
8542,05-12-2016 11:48,05-12-2016,3981217e-20da-4297-91ab-7c8e5bdfb230,8ceb2ec1-5a92-49dd-bdeb-3fa5a243b861,TOPUP,GBP,80.33,8,12.0,2016.0,11:48:00
8543,05-12-2016 12:23,05-12-2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,86627e49-13fd-439a-91cf-8bef4df1b5d3,ATM,GBP,20.66,103,12.0,2016.0,12:23:00
8544,05-12-2016 12:37,05-12-2016,1228569b-92eb-436e-918d-56558d91d7b9,43c218a8-4232-44fa-b8dd-52924579cdbf,CARD_PAYMENT,GBP,69.42,5,12.0,2016.0,12:37:00
8545,05-12-2016 13:17,05-12-2016,ef66d620-3a06-451d-858a-82e94b960698,02face90-772c-4640-a775-f075446c86fa,BANK_TRANSFER,EUR,124.15,11,12.0,2016.0,13:17:00
8546,05-12-2016 13:31,05-12-2016,1d997154-f034-4304-b204-412eb1efe695,81e84c0b-b9a7-4fd7-8003-f1f6f151a67d,ATM,EUR,292.7,18,12.0,2016.0,13:31:00
8547,05-12-2016 14:39,05-12-2016,15a3f1ba-8a78-4672-ab41-b0b72e4458c3,bacfa6d0-1dd9-45c7-83b9-4fd3b2408692,ATM,EUR,77.22,21,12.0,2016.0,14:39:00
8548,05-12-2016 14:56,05-12-2016,15a3f1ba-8a78-4672-ab41-b0b72e4458c3,aa87accb-e587-4651-bd42-5c61aed946f0,CARD_PAYMENT,GBP,212.33,21,12.0,2016.0,14:56:00
8549,05-12-2016 15:16,05-12-2016,fec28ec7-84d6-45f8-b00a-d0f309ab30b5,0b15d0e9-22e6-49d6-942d-df4d80653aae,TOPUP,GBP,169.33,19,12.0,2016.0,15:16:00
8550,05-12-2016 16:06,05-12-2016,bc176d7b-3694-48e1-9df0-a5b642cbf1ff,eaa34ad2-6612-4a8d-9e43-dbc5170353ce,BANK_TRANSFER,GBP,68.87,23,12.0,2016.0,16:06:00
8551,05-12-2016 16:32,05-12-2016,bc176d7b-3694-48e1-9df0-a5b642cbf1ff,d33a55f1-247e-4be8-b812-01f70534535c,TOPUP,GBP,258.08,23,12.0,2016.0,16:32:00
8552,05-12-2016 16:36,05-12-2016,bc176d7b-3694-48e1-9df0-a5b642cbf1ff,e34da2d5-1009-4356-97a7-8afe0de23750,BANK_TRANSFER,GBP,77.74,23,12.0,2016.0,16:36:00
8553,05-12-2016 16:40,05-12-2016,03cca4fa-3724-4c2c-bfb6-297a62df1496,639af38c-4574-4e7c-b986-da48bf7e4e52,ATM,EUR,52.06,26,12.0,2016.0,16:40:00
8554,05-12-2016 16:48,05-12-2016,3870da34-b697-4f37-81b8-29ea847b2496,89d05e83-ff30-403f-951e-baf4341ab730,BANK_TRANSFER,GBP,229.14,7,12.0,2016.0,16:48:00
8555,05-12-2016 17:13,05-12-2016,658c0290-ce65-4447-a91f-0e8af96daf20,dc1958eb-e2da-4d2b-bb5d-365d3f835f5f,BANK_TRANSFER,EUR,24.71,3,12.0,2016.0,17:13:00
8556,05-12-2016 17:31,05-12-2016,5bd4f815-467c-472b-8c0c-d5dbc4699d72,2047a80d-e010-4a3b-a2f2-cfd6e7c49a12,TOPUP,GBP,278.21,15,12.0,2016.0,17:31:00
8557,05-12-2016 17:56,05-12-2016,51c35178-5e6e-490c-b4a0-4b2522e2f548,e484d4e0-a012-4559-9b53-961fd6767477,CARD_PAYMENT,EUR,250.31,6,12.0,2016.0,17:56:00
8558,05-12-2016 18:09,05-12-2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,2cab3829-5df6-4876-8266-a2d29ec729b2,ATM,GBP,79.2,103,12.0,2016.0,18:09:00
8559,05-12-2016 18:26,05-12-2016,e318d944-e7cf-4d65-a6eb-aa11f10c2574,3ee6279e-5951-4f37-8c6a-38d22ae912c7,ATM,EUR,183.48,17,12.0,2016.0,18:26:00
8560,05-12-2016 18:31,05-12-2016,0755c3b9-08a8-43e7-ae14-ec4bedf9652b,b1a7f202-085d-403e-aff3-f7171a95da76,TOPUP,EUR,265.23,6,12.0,2016.0,18:31:00
8561,05-12-2016 18:40,05-12-2016,fc3caa98-360a-44a8-ad2d-04a5dfe18cf7,094a2706-5d4c-4ce5-96b3-998698cd2276,TOPUP,GBP,330.41,6,12.0,2016.0,18:40:00
8562,05-12-2016 19:22,05-12-2016,439ca012-5f20-4db5-a9be-f2abcf7b7e00,c8046392-b992-4bb8-9c3c-fd645da6b7bc,ATM,EUR,89.01,2,12.0,2016.0,19:22:00
8563,05-12-2016 19:42,05-12-2016,3a1e151e-d482-4fa5-8ef4-6314fffddf24,512ce0f5-f154-4a25-aa7f-b7949f69f1e6,TOPUP,EUR,316.54,12,12.0,2016.0,19:42:00
8564,05-12-2016 20:33,05-12-2016,737a7b7b-063c-4cd9-a91f-8266da1a6bff,6ea0cb83-dcc3-4cc0-bd7c-a7ab51edb7f6,BANK_TRANSFER,GBP,145.32,7,12.0,2016.0,20:33:00
8565,05-12-2016 20:38,05-12-2016,484253ae-3dd7-402e-8565-0b2b612554b3,ef85c48f-9f87-4dee-8ad3-8ab2727ee460,ATM,GBP,231.04,16,12.0,2016.0,20:38:00
8566,05-12-2016 20:57,05-12-2016,4feae05e-8dda-47c9-9bae-22efedf84a31,457b4a7e-ded5-41f9-82c7-29f6dc529ff0,CARD_PAYMENT,EUR,20.31,10,12.0,2016.0,20:57:00
8567,05-12-2016 22:04,05-12-2016,78c3ad76-21d8-4988-b6d5-ce0cebcbcc01,fdfde361-112b-4180-939d-c9b055251cd1,CARD_PAYMENT,GBP,138.91,55,12.0,2016.0,22:04:00
8568,05-12-2016 23:48,05-12-2016,b96cb757-2899-4988-af3e-2eb29e467555,b54cd217-c95e-4ca9-903c-696045a93347,TOPUP,EUR,301.27,30,12.0,2016.0,23:48:00
8569,06-12-2016 00:09,06-12-2016,3ec1824e-2cdd-43f0-8d34-897f3425a066,e9478b53-6ba6-4016-880e-4a9220296cac,ATM,EUR,331.43,40,12.0,2016.0,00:09:00
8570,06-12-2016 03:35,06-12-2016,a5a5a51b-bcea-4bfa-a137-003d8e3e0a99,830a7644-406b-40e5-a758-a58f699b10f4,BANK_TRANSFER,EUR,132.71,15,12.0,2016.0,03:35:00
8571,06-12-2016 04:08,06-12-2016,9654603e-a1a5-4e53-a388-5fd0607baca3,bc24cba0-dedf-4993-9efe-977bd1cd6678,TOPUP,GBP,311.18,40,12.0,2016.0,04:08:00
8572,06-12-2016 05:11,06-12-2016,2ebfe810-61a9-449d-a8af-a06f3bd4bc85,aef5422f-3e56-4f74-9ffe-dd468123f206,ATM,EUR,18.1,36,12.0,2016.0,05:11:00
8573,06-12-2016 05:17,06-12-2016,65f8102d-4223-4c6f-9bf8-81421b721007,ffa80ccc-cc7a-43bf-a2e0-1381c5c84d69,TOPUP,EUR,261.3,16,12.0,2016.0,05:17:00
8574,06-12-2016 06:02,06-12-2016,fec28ec7-84d6-45f8-b00a-d0f309ab30b5,3e2b403f-3bac-4946-9667-667845cf6058,ATM,GBP,233.3,19,12.0,2016.0,06:02:00
8575,06-12-2016 06:42,06-12-2016,fec28ec7-84d6-45f8-b00a-d0f309ab30b5,c5094f69-6cd0-41c6-9ace-9281344a7996,BANK_TRANSFER,GBP,150.66,19,12.0,2016.0,06:42:00
8576,06-12-2016 07:47,06-12-2016,2ad1c1ee-1073-4e2d-9111-0bd84c0d05d9,e5e60170-ad8b-46d9-8fb0-b0bc3cd8673f,CARD_PAYMENT,EUR,337.52,33,12.0,2016.0,07:47:00
8577,06-12-2016 08:26,06-12-2016,6cae3eb6-515c-4811-8b51-32fb2e95da28,a4e9862a-acef-4012-bcf0-e1326b5261f7,TOPUP,EUR,263.33,58,12.0,2016.0,08:26:00
8578,06-12-2016 08:35,06-12-2016,1228569b-92eb-436e-918d-56558d91d7b9,3713cef4-2fc8-42cb-b51b-6a2d3dc9a97f,BANK_TRANSFER,EUR,328.29,5,12.0,2016.0,08:35:00
8579,06-12-2016 08:56,06-12-2016,39b3f889-bbdd-4d66-93fe-dd75bef27dbf,a198344f-526b-40ee-bccc-1176c7fc3bbf,TOPUP,GBP,152.12,41,12.0,2016.0,08:56:00
8580,06-12-2016 09:26,06-12-2016,484253ae-3dd7-402e-8565-0b2b612554b3,a7f3102d-e24e-4125-a472-f071253c3f8e,TOPUP,GBP,87.45,16,12.0,2016.0,09:26:00
8581,06-12-2016 09:30,06-12-2016,e89e6a80-803f-488e-89e1-0b7792eb9ea4,09781c31-02d3-4875-b127-11c37f339a6e,CARD_PAYMENT,EUR,97.49,48,12.0,2016.0,09:30:00
8582,06-12-2016 09:36,06-12-2016,bc1ab5fb-149f-4efc-b713-e871444feb09,3dbe3afc-dc11-4d93-80fc-dd150fbdd0ef,ATM,EUR,33.06,9,12.0,2016.0,09:36:00
8583,06-12-2016 09:52,06-12-2016,be675d8f-b0db-41fe-af54-839dd3fd3cdb,9114d1dd-543d-4a5a-8682-375901281d0e,P2P_TRANSFER,GBP,343.5,5,12.0,2016.0,09:52:00
